(0, 0) => (19, 16) @ (22, 18) == -1
(15, 10) => (14, 11) @ (22, 10) == 1
(14, 11) => (13, 12) @ (22, 11) == 1
(13, 12) => (12, 13) @ (22, 12) == 1
(12, 13) => (13, 14) @ (22, 13) == 1
(13, 14) => (14, 15) @ (22, 14) == 1
(14, 15) => (15, 16) @ (22, 15) == 1
(15, 16) => (16, 17) @ (22, 16) == 1
(16, 17) => (17, 18) @ (22, 17) == 1
(17, 18) => (18, 19) @ (22, 18) == 1
(18, 19) => (19, 20) @ (22, 19) == 1
(19, 20) => (20, 21) @ (22, 20) == 1
(20, 21) => (21, 22) @ (22, 21) == 1
(21, 22) => (20, 23) @ (22, 22) == 1
(20, 23) => (19, 24) @ (22, 23) == 1
(19, 24) => (18, 25) @ (22, 24) == 1
(18, 25) => (17, 26) @ (22, 25) == 1
(17, 26) => (18, 25) @ (22, 26) == -1
(18, 25) => (19, 24) @ (22, 25) == -1
(19, 24) => (20, 23) @ (22, 24) == -1
(20, 23) => (21, 22) @ (22, 23) == -1
(21, 22) => (20, 21) @ (22, 22) == -1
(20, 21) => (19, 20) @ (22, 21) == -1
(19, 20) => (18, 19) @ (22, 20) == -1
(18, 19) => (17, 18) @ (22, 19) == -1
(17, 18) => (16, 17) @ (22, 18) == -1
(16, 17) => (15, 16) @ (22, 17) == -1
(15, 16) => (14, 15) @ (22, 16) == -1
(14, 15) => (13, 14) @ (22, 15) == -1
(13, 14) => (12, 13) @ (22, 14) == -1
(12, 13) => (11, 12) @ (22, 13) == -1
(11, 12) => (12, 11) @ (22, 12) == -1
(12, 11) => (13, 10) @ (22, 11) == -1
(13, 10) => (14, 9) @ (22, 10) == -1
(14, 9) => (15, 8) @ (22, 9) == -1
(15, 8) => (16, 7) @ (22, 8) == -1
(16, 7) => (17, 6) @ (22, 7) == -1
(17, 6) => (18, 5) @ (22, 6) == -1
(18, 5) => (19, 4) @ (22, 5) == -1
(19, 4) => (20, 3) @ (22, 4) == -1
(20, 3) => (21, 2) @ (22, 3) == -1
(21, 2) => (20, 1) @ (22, 2) == -1
(20, 1) => (19, 2) @ (22, 1) == 1
(19, 2) => (18, 3) @ (22, 2) == 1
(18, 3) => (17, 4) @ (22, 3) == 1
(17, 4) => (16, 5) @ (22, 4) == 1
(16, 5) => (15, 6) @ (22, 5) == 1
(15, 6) => (14, 7) @ (22, 6) == 1
(14, 7) => (15, 8) @ (22, 7) == 1
(15, 8) => (16, 9) @ (22, 8) == 1
(16, 9) => (17, 10) @ (22, 9) == 1
(17, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (19, 12) @ (22, 11) == 1
(19, 12) => (20, 13) @ (22, 12) == 1
(20, 13) => (21, 14) @ (22, 13) == 1
(21, 14) => (20, 15) @ (22, 14) == 1
(20, 15) => (19, 16) @ (22, 15) == 1
(19, 16) => (18, 17) @ (22, 16) == 1
(18, 17) => (17, 18) @ (22, 17) == 1
(17, 18) => (16, 19) @ (22, 18) == 1
(16, 19) => (15, 20) @ (22, 19) == 1
(15, 20) => (16, 19) @ (22, 20) == -1
(16, 19) => (17, 18) @ (22, 19) == -1
(17, 18) => (18, 17) @ (22, 18) == -1
(18, 17) => (19, 16) @ (22, 17) == -1
(19, 16) => (20, 15) @ (22, 16) == -1
(20, 15) => (21, 14) @ (22, 15) == -1
(21, 14) => (20, 13) @ (22, 14) == -1
(20, 13) => (19, 12) @ (22, 13) == -1
(19, 12) => (18, 11) @ (22, 12) == -1
(18, 11) => (17, 10) @ (22, 11) == -1
(17, 10) => (16, 9) @ (22, 10) == -1
(16, 9) => (15, 8) @ (22, 9) == -1
(15, 8) => (14, 7) @ (22, 8) == -1
(14, 7) => (15, 8) @ (22, 7) == 1
(15, 8) => (16, 9) @ (22, 8) == 1
(16, 9) => (17, 10) @ (22, 9) == 1
(17, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (19, 12) @ (22, 11) == 1
(19, 12) => (20, 13) @ (22, 12) == 1
(20, 13) => (21, 14) @ (22, 13) == 1
(21, 14) => (20, 15) @ (22, 14) == 1
(20, 15) => (19, 16) @ (22, 15) == 1
(19, 16) => (18, 17) @ (22, 16) == 1
(18, 17) => (17, 18) @ (22, 17) == 1
(17, 18) => (16, 19) @ (22, 18) == 1
(16, 19) => (15, 20) @ (22, 19) == 1
(15, 20) => (14, 21) @ (22, 20) == 1
(14, 21) => (13, 22) @ (22, 21) == 1
(13, 22) => (12, 23) @ (22, 22) == 1
(12, 23) => (13, 24) @ (22, 23) == 1
(13, 24) => (14, 23) @ (22, 24) == -1
(14, 23) => (15, 22) @ (22, 23) == -1
(15, 22) => (16, 21) @ (22, 22) == -1
(16, 21) => (17, 20) @ (22, 21) == -1
(17, 20) => (18, 19) @ (22, 20) == -1
(18, 19) => (19, 18) @ (22, 19) == -1
(19, 18) => (20, 17) @ (22, 18) == -1
(20, 17) => (21, 16) @ (22, 17) == -1
(21, 16) => (20, 15) @ (22, 16) == -1
(20, 15) => (19, 14) @ (22, 15) == -1
(19, 14) => (18, 13) @ (22, 14) == -1
(18, 13) => (17, 12) @ (22, 13) == -1
(17, 12) => (16, 11) @ (22, 12) == -1
(16, 11) => (15, 10) @ (22, 11) == -1
(15, 10) => (14, 9) @ (22, 10) == -1
(14, 9) => (15, 10) @ (22, 9) == 1
(15, 10) => (16, 11) @ (22, 10) == 1
(16, 11) => (17, 12) @ (22, 11) == 1
(17, 12) => (18, 13) @ (22, 12) == 1
(18, 13) => (19, 14) @ (22, 13) == 1
(19, 14) => (20, 15) @ (22, 14) == 1
(20, 15) => (21, 16) @ (22, 15) == 1
(21, 16) => (20, 17) @ (22, 16) == 1
(20, 17) => (19, 18) @ (22, 17) == 1
(19, 18) => (18, 19) @ (22, 18) == 1
(18, 19) => (17, 20) @ (22, 19) == 1
(17, 20) => (16, 21) @ (22, 20) == 1
(16, 21) => (15, 22) @ (22, 21) == 1
(15, 22) => (14, 23) @ (22, 22) == 1
(14, 23) => (13, 24) @ (22, 23) == 1
(13, 24) => (12, 25) @ (22, 24) == 1
(12, 25) => (13, 26) @ (22, 25) == 1
(13, 26) => (12, 25) @ (22, 26) == -1
(12, 25) => (11, 24) @ (22, 25) == -1
(11, 24) => (12, 25) @ (22, 24) == 1
(12, 25) => (13, 26) @ (22, 25) == 1
(13, 26) => (14, 27) @ (22, 26) == 1
(14, 27) => (13, 26) @ (22, 27) == -1
(13, 26) => (12, 25) @ (22, 26) == -1
(12, 25) => (11, 24) @ (22, 25) == -1
(11, 24) => (10, 23) @ (22, 24) == -1
(10, 23) => (11, 24) @ (22, 23) == 1
(11, 24) => (12, 25) @ (22, 24) == 1
(12, 25) => (13, 26) @ (22, 25) == 1
(13, 26) => (14, 27) @ (22, 26) == 1
(14, 27) => (13, 26) @ (22, 27) == -1
(13, 26) => (12, 25) @ (22, 26) == -1
(12, 25) => (11, 24) @ (22, 25) == -1
(11, 24) => (10, 23) @ (22, 24) == -1
(10, 23) => (9, 22) @ (22, 23) == -1
(9, 22) => (10, 21) @ (22, 22) == -1
(10, 21) => (11, 20) @ (22, 21) == -1
(11, 20) => (12, 19) @ (22, 20) == -1
(12, 19) => (13, 18) @ (22, 19) == -1
(13, 18) => (14, 17) @ (22, 18) == -1
(14, 17) => (15, 16) @ (22, 17) == -1
(15, 16) => (16, 15) @ (22, 16) == -1
(16, 15) => (17, 14) @ (22, 15) == -1
(17, 14) => (18, 13) @ (22, 14) == -1
(18, 13) => (19, 12) @ (22, 13) == -1
(19, 12) => (20, 11) @ (22, 12) == -1
(20, 11) => (21, 10) @ (22, 11) == -1
(21, 10) => (20, 9) @ (22, 10) == -1
(20, 9) => (19, 8) @ (22, 9) == -1
(19, 8) => (18, 7) @ (22, 8) == -1
(18, 7) => (17, 6) @ (22, 7) == -1
(17, 6) => (16, 5) @ (22, 6) == -1
(16, 5) => (15, 4) @ (22, 5) == -1
(15, 4) => (16, 5) @ (22, 4) == 1
(16, 5) => (17, 6) @ (22, 5) == 1
(17, 6) => (18, 7) @ (22, 6) == 1
(18, 7) => (19, 8) @ (22, 7) == 1
(19, 8) => (20, 9) @ (22, 8) == 1
(20, 9) => (21, 10) @ (22, 9) == 1
(21, 10) => (20, 11) @ (22, 10) == 1
(20, 11) => (19, 12) @ (22, 11) == 1
(19, 12) => (18, 13) @ (22, 12) == 1
(18, 13) => (17, 14) @ (22, 13) == 1
(17, 14) => (16, 15) @ (22, 14) == 1
(16, 15) => (15, 16) @ (22, 15) == 1
(15, 16) => (14, 17) @ (22, 16) == 1
(14, 17) => (13, 18) @ (22, 17) == 1
(13, 18) => (12, 19) @ (22, 18) == 1
(12, 19) => (11, 20) @ (22, 19) == 1
(11, 20) => (10, 21) @ (22, 20) == 1
(10, 21) => (9, 22) @ (22, 21) == 1
(9, 22) => (8, 23) @ (22, 22) == 1
(8, 23) => (9, 22) @ (22, 23) == -1
(9, 22) => (10, 21) @ (22, 22) == -1
(10, 21) => (11, 20) @ (22, 21) == -1
(11, 20) => (12, 19) @ (22, 20) == -1
(12, 19) => (13, 18) @ (22, 19) == -1
(13, 18) => (14, 17) @ (22, 18) == -1
(14, 17) => (15, 16) @ (22, 17) == -1
(15, 16) => (16, 15) @ (22, 16) == -1
(16, 15) => (17, 14) @ (22, 15) == -1
(17, 14) => (18, 13) @ (22, 14) == -1
(18, 13) => (19, 12) @ (22, 13) == -1
(19, 12) => (20, 11) @ (22, 12) == -1
(20, 11) => (21, 10) @ (22, 11) == -1
(21, 10) => (20, 9) @ (22, 10) == -1
(20, 9) => (19, 8) @ (22, 9) == -1
(19, 8) => (18, 7) @ (22, 8) == -1
(18, 7) => (17, 6) @ (22, 7) == -1
(17, 6) => (16, 5) @ (22, 6) == -1
(16, 5) => (15, 4) @ (22, 5) == -1
(15, 4) => (14, 3) @ (22, 4) == -1
(14, 3) => (15, 2) @ (22, 3) == -1
(15, 2) => (16, 1) @ (22, 2) == -1
(16, 1) => (17, 2) @ (22, 1) == 1
(17, 2) => (18, 3) @ (22, 2) == 1
(18, 3) => (19, 4) @ (22, 3) == 1
(19, 4) => (20, 5) @ (22, 4) == 1
(20, 5) => (21, 6) @ (22, 5) == 1
(21, 6) => (20, 7) @ (22, 6) == 1
(20, 7) => (19, 8) @ (22, 7) == 1
(19, 8) => (18, 9) @ (22, 8) == 1
(18, 9) => (17, 10) @ (22, 9) == 1
(17, 10) => (16, 11) @ (22, 10) == 1
(16, 11) => (15, 12) @ (22, 11) == 1
(15, 12) => (14, 13) @ (22, 12) == 1
(14, 13) => (13, 14) @ (22, 13) == 1
(13, 14) => (12, 15) @ (22, 14) == 1
(12, 15) => (11, 16) @ (22, 15) == 1
(11, 16) => (10, 17) @ (22, 16) == 1
(10, 17) => (9, 18) @ (22, 17) == 1
(9, 18) => (10, 17) @ (22, 18) == -1
(10, 17) => (11, 16) @ (22, 17) == -1
(11, 16) => (12, 15) @ (22, 16) == -1
(12, 15) => (13, 14) @ (22, 15) == -1
(13, 14) => (14, 13) @ (22, 14) == -1
(14, 13) => (15, 12) @ (22, 13) == -1
(15, 12) => (16, 11) @ (22, 12) == -1
(16, 11) => (17, 10) @ (22, 11) == -1
(17, 10) => (18, 9) @ (22, 10) == -1
(18, 9) => (19, 8) @ (22, 9) == -1
(19, 8) => (20, 7) @ (22, 8) == -1
(20, 7) => (21, 6) @ (22, 7) == -1
(21, 6) => (20, 5) @ (22, 6) == -1
(20, 5) => (19, 4) @ (22, 5) == -1
(19, 4) => (18, 3) @ (22, 4) == -1
(18, 3) => (17, 2) @ (22, 3) == -1
(17, 2) => (16, 1) @ (22, 2) == -1
(16, 1) => (15, 2) @ (22, 1) == 1
(15, 2) => (14, 3) @ (22, 2) == 1
(14, 3) => (13, 4) @ (22, 3) == 1
(13, 4) => (14, 5) @ (22, 4) == 1
(14, 5) => (15, 6) @ (22, 5) == 1
(15, 6) => (16, 7) @ (22, 6) == 1
(16, 7) => (17, 8) @ (22, 7) == 1
(17, 8) => (18, 9) @ (22, 8) == 1
(18, 9) => (19, 10) @ (22, 9) == 1
(19, 10) => (20, 11) @ (22, 10) == 1
(20, 11) => (21, 12) @ (22, 11) == 1
(21, 12) => (20, 13) @ (22, 12) == 1
(20, 13) => (19, 14) @ (22, 13) == 1
(19, 14) => (18, 15) @ (22, 14) == 1
(18, 15) => (17, 16) @ (22, 15) == 1
(17, 16) => (16, 17) @ (22, 16) == 1
(16, 17) => (15, 18) @ (22, 17) == 1
(15, 18) => (14, 19) @ (22, 18) == 1
(14, 19) => (13, 20) @ (22, 19) == 1
(13, 20) => (12, 21) @ (22, 20) == 1
(12, 21) => (13, 20) @ (22, 21) == -1
(13, 20) => (14, 19) @ (22, 20) == -1
(14, 19) => (15, 18) @ (22, 19) == -1
(15, 18) => (16, 17) @ (22, 18) == -1
(16, 17) => (17, 16) @ (22, 17) == -1
(17, 16) => (18, 15) @ (22, 16) == -1
(18, 15) => (19, 14) @ (22, 15) == -1
(19, 14) => (20, 13) @ (22, 14) == -1
(20, 13) => (21, 12) @ (22, 13) == -1
(21, 12) => (20, 11) @ (22, 12) == -1
(20, 11) => (19, 10) @ (22, 11) == -1
(19, 10) => (18, 9) @ (22, 10) == -1
(18, 9) => (17, 8) @ (22, 9) == -1
(17, 8) => (16, 7) @ (22, 8) == -1
(16, 7) => (15, 6) @ (22, 7) == -1
(15, 6) => (14, 5) @ (22, 6) == -1
(14, 5) => (13, 4) @ (22, 5) == -1
(13, 4) => (12, 3) @ (22, 4) == -1
(12, 3) => (11, 2) @ (22, 3) == -1
(11, 2) => (10, 1) @ (22, 2) == -1
(10, 1) => (11, 2) @ (22, 1) == 1
(11, 2) => (12, 3) @ (22, 2) == 1
(12, 3) => (13, 4) @ (22, 3) == 1
(13, 4) => (14, 5) @ (22, 4) == 1
(14, 5) => (15, 6) @ (22, 5) == 1
(15, 6) => (16, 7) @ (22, 6) == 1
(16, 7) => (17, 8) @ (22, 7) == 1
(17, 8) => (18, 9) @ (22, 8) == 1
(18, 9) => (19, 10) @ (22, 9) == 1
(19, 10) => (20, 11) @ (22, 10) == 1
(20, 11) => (21, 12) @ (22, 11) == 1
(21, 12) => (20, 13) @ (22, 12) == 1
(20, 13) => (19, 14) @ (22, 13) == 1
(19, 14) => (18, 15) @ (22, 14) == 1
(18, 15) => (17, 16) @ (22, 15) == 1
(17, 16) => (16, 17) @ (22, 16) == 1
(16, 17) => (15, 18) @ (22, 17) == 1
(15, 18) => (14, 19) @ (22, 18) == 1
(14, 19) => (13, 20) @ (22, 19) == 1
(13, 20) => (12, 21) @ (22, 20) == 1
(12, 21) => (11, 22) @ (22, 21) == 1
(11, 22) => (10, 23) @ (22, 22) == 1
(10, 23) => (11, 22) @ (22, 23) == -1
(11, 22) => (12, 21) @ (22, 22) == -1
(12, 21) => (13, 20) @ (22, 21) == -1
(13, 20) => (14, 19) @ (22, 20) == -1
(14, 19) => (15, 18) @ (22, 19) == -1
(15, 18) => (16, 17) @ (22, 18) == -1
(16, 17) => (17, 16) @ (22, 17) == -1
(17, 16) => (18, 15) @ (22, 16) == -1
(18, 15) => (19, 14) @ (22, 15) == -1
(19, 14) => (20, 13) @ (22, 14) == -1
(20, 13) => (21, 12) @ (22, 13) == -1
(21, 12) => (20, 11) @ (22, 12) == -1
(20, 11) => (19, 10) @ (22, 11) == -1
(19, 10) => (18, 9) @ (22, 10) == -1
(18, 9) => (17, 8) @ (22, 9) == -1
(17, 8) => (16, 7) @ (22, 8) == -1
(16, 7) => (15, 6) @ (22, 7) == -1
(15, 6) => (14, 5) @ (22, 6) == -1
(14, 5) => (13, 4) @ (22, 5) == -1
(13, 4) => (12, 3) @ (22, 4) == -1
(12, 3) => (11, 2) @ (22, 3) == -1
(11, 2) => (10, 1) @ (22, 2) == -1
(10, 1) => (9, 2) @ (22, 1) == 1
(9, 2) => (8, 3) @ (22, 2) == 1
(8, 3) => (7, 2) @ (22, 3) == -1
(7, 2) => (8, 1) @ (22, 2) == -1
(8, 1) => (9, 2) @ (22, 1) == 1
(9, 2) => (10, 3) @ (22, 2) == 1
(10, 3) => (11, 2) @ (22, 3) == -1
(11, 2) => (12, 1) @ (22, 2) == -1
(12, 1) => (13, 2) @ (22, 1) == 1
(13, 2) => (14, 3) @ (22, 2) == 1
(14, 3) => (15, 4) @ (22, 3) == 1
(15, 4) => (16, 5) @ (22, 4) == 1
(16, 5) => (17, 6) @ (22, 5) == 1
(17, 6) => (18, 7) @ (22, 6) == 1
(18, 7) => (19, 8) @ (22, 7) == 1
(19, 8) => (20, 9) @ (22, 8) == 1
(20, 9) => (21, 10) @ (22, 9) == 1
(21, 10) => (20, 11) @ (22, 10) == 1
(20, 11) => (19, 12) @ (22, 11) == 1
(19, 12) => (18, 13) @ (22, 12) == 1
(18, 13) => (17, 14) @ (22, 13) == 1
(17, 14) => (16, 15) @ (22, 14) == 1
(16, 15) => (15, 16) @ (22, 15) == 1
(15, 16) => (14, 17) @ (22, 16) == 1
(14, 17) => (13, 18) @ (22, 17) == 1
(13, 18) => (12, 19) @ (22, 18) == 1
(12, 19) => (11, 20) @ (22, 19) == 1
(11, 20) => (10, 21) @ (22, 20) == 1
(10, 21) => (9, 22) @ (22, 21) == 1
(9, 22) => (8, 23) @ (22, 22) == 1
(8, 23) => (9, 22) @ (22, 23) == -1
(9, 22) => (10, 21) @ (22, 22) == -1
(10, 21) => (11, 20) @ (22, 21) == -1
(11, 20) => (12, 19) @ (22, 20) == -1
(12, 19) => (13, 18) @ (22, 19) == -1
(13, 18) => (14, 17) @ (22, 18) == -1
(14, 17) => (15, 16) @ (22, 17) == -1
(15, 16) => (16, 15) @ (22, 16) == -1
(16, 15) => (17, 14) @ (22, 15) == -1
(17, 14) => (18, 13) @ (22, 14) == -1
(18, 13) => (19, 12) @ (22, 13) == -1
(19, 12) => (20, 11) @ (22, 12) == -1
(20, 11) => (21, 10) @ (22, 11) == -1
(21, 10) => (20, 9) @ (22, 10) == -1
(20, 9) => (19, 8) @ (22, 9) == -1
(19, 8) => (18, 7) @ (22, 8) == -1
(18, 7) => (17, 6) @ (22, 7) == -1
(17, 6) => (16, 5) @ (22, 6) == -1
(16, 5) => (15, 4) @ (22, 5) == -1
(15, 4) => (14, 3) @ (22, 4) == -1
(14, 3) => (13, 2) @ (22, 3) == -1
(13, 2) => (12, 1) @ (22, 2) == -1
(12, 1) => (11, 2) @ (22, 1) == 1
(11, 2) => (10, 3) @ (22, 2) == 1
(10, 3) => (9, 4) @ (22, 3) == 1
(9, 4) => (8, 3) @ (22, 4) == -1
(8, 3) => (7, 2) @ (22, 3) == -1
(7, 2) => (6, 1) @ (22, 2) == -1
(6, 1) => (5, 2) @ (22, 1) == 1
(5, 2) => (4, 1) @ (22, 2) == -1
(4, 1) => (3, 2) @ (22, 1) == 1
(3, 2) => (2, 1) @ (22, 2) == -1
(2, 1) => (1, 2) @ (22, 1) == 1
(1, 2) => (2, 1) @ (22, 2) == -1
(2, 1) => (3, 2) @ (22, 1) == 1
(3, 2) => (2, 1) @ (22, 2) == -1
(2, 1) => (1, 2) @ (22, 1) == 1
(1, 2) => (2, 3) @ (22, 2) == 1
(2, 3) => (3, 2) @ (22, 3) == -1
(3, 2) => (4, 1) @ (22, 2) == -1
(4, 1) => (5, 2) @ (22, 1) == 1
(5, 2) => (4, 1) @ (22, 2) == -1
(4, 1) => (3, 2) @ (22, 1) == 1
(3, 2) => (2, 3) @ (22, 2) == 1
(2, 3) => (1, 4) @ (22, 3) == 1
(1, 4) => (2, 5) @ (22, 4) == 1
(2, 5) => (3, 4) @ (22, 5) == -1
(3, 4) => (4, 3) @ (22, 4) == -1
(4, 3) => (5, 2) @ (22, 3) == -1
(5, 2) => (6, 1) @ (22, 2) == -1
(6, 1) => (7, 2) @ (22, 1) == 1
(7, 2) => (8, 3) @ (22, 2) == 1
(8, 3) => (9, 4) @ (22, 3) == 1
(9, 4) => (8, 3) @ (22, 4) == -1
(8, 3) => (7, 2) @ (22, 3) == -1
(7, 2) => (6, 1) @ (22, 2) == -1
(6, 1) => (5, 2) @ (22, 1) == 1
(5, 2) => (4, 3) @ (22, 2) == 1
(4, 3) => (3, 4) @ (22, 3) == 1
(3, 4) => (2, 5) @ (22, 4) == 1
(2, 5) => (1, 6) @ (22, 5) == 1
(1, 6) => (2, 5) @ (22, 6) == -1
(2, 5) => (3, 4) @ (22, 5) == -1
(3, 4) => (4, 3) @ (22, 4) == -1
(4, 3) => (5, 2) @ (22, 3) == -1
(5, 2) => (6, 1) @ (22, 2) == -1
(6, 1) => (7, 2) @ (22, 1) == 1
(7, 2) => (8, 3) @ (22, 2) == 1
(8, 3) => (9, 4) @ (22, 3) == 1
(9, 4) => (10, 5) @ (22, 4) == 1
(10, 5) => (9, 4) @ (22, 5) == -1
(9, 4) => (8, 3) @ (22, 4) == -1
(8, 3) => (7, 2) @ (22, 3) == -1
(7, 2) => (6, 1) @ (22, 2) == -1
(6, 1) => (5, 2) @ (22, 1) == 1
(5, 2) => (4, 3) @ (22, 2) == 1
(4, 3) => (3, 4) @ (22, 3) == 1
(3, 4) => (2, 5) @ (22, 4) == 1
(2, 5) => (1, 6) @ (22, 5) == 1
(1, 6) => (2, 7) @ (22, 6) == 1
(2, 7) => (1, 6) @ (22, 7) == -1
(1, 6) => (2, 5) @ (22, 6) == -1
(2, 5) => (3, 4) @ (22, 5) == -1
(3, 4) => (4, 3) @ (22, 4) == -1
(4, 3) => (5, 2) @ (22, 3) == -1
(5, 2) => (6, 1) @ (22, 2) == -1
(6, 1) => (7, 2) @ (22, 1) == 1
(7, 2) => (8, 3) @ (22, 2) == 1
(8, 3) => (9, 4) @ (22, 3) == 1
(9, 4) => (10, 5) @ (22, 4) == 1
(10, 5) => (11, 6) @ (22, 5) == 1
(11, 6) => (10, 7) @ (22, 6) == 1
(10, 7) => (9, 6) @ (22, 7) == -1
(9, 6) => (10, 5) @ (22, 6) == -1
(10, 5) => (11, 4) @ (22, 5) == -1
(11, 4) => (12, 3) @ (22, 4) == -1
(12, 3) => (13, 2) @ (22, 3) == -1
(13, 2) => (14, 1) @ (22, 2) == -1
(14, 1) => (15, 2) @ (22, 1) == 1
(15, 2) => (16, 3) @ (22, 2) == 1
(16, 3) => (17, 4) @ (22, 3) == 1
(17, 4) => (18, 5) @ (22, 4) == 1
(18, 5) => (19, 6) @ (22, 5) == 1
(19, 6) => (20, 7) @ (22, 6) == 1
(20, 7) => (21, 8) @ (22, 7) == 1
(21, 8) => (20, 9) @ (22, 8) == 1
(20, 9) => (19, 10) @ (22, 9) == 1
(19, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (17, 12) @ (22, 11) == 1
(17, 12) => (16, 13) @ (22, 12) == 1
(16, 13) => (15, 14) @ (22, 13) == 1
(15, 14) => (14, 15) @ (22, 14) == 1
(14, 15) => (13, 16) @ (22, 15) == 1
(13, 16) => (12, 17) @ (22, 16) == 1
(12, 17) => (11, 18) @ (22, 17) == 1
(11, 18) => (10, 19) @ (22, 18) == 1
(10, 19) => (9, 20) @ (22, 19) == 1
(9, 20) => (10, 21) @ (22, 20) == 1
(10, 21) => (11, 22) @ (22, 21) == 1
(11, 22) => (12, 23) @ (22, 22) == 1
(12, 23) => (13, 24) @ (22, 23) == 1
(13, 24) => (12, 23) @ (22, 24) == -1
(12, 23) => (11, 22) @ (22, 23) == -1
(11, 22) => (10, 21) @ (22, 22) == -1
(10, 21) => (9, 20) @ (22, 21) == -1
(9, 20) => (8, 19) @ (22, 20) == -1
(8, 19) => (9, 18) @ (22, 19) == -1
(9, 18) => (10, 17) @ (22, 18) == -1
(10, 17) => (11, 16) @ (22, 17) == -1
(11, 16) => (12, 15) @ (22, 16) == -1
(12, 15) => (13, 14) @ (22, 15) == -1
(13, 14) => (14, 13) @ (22, 14) == -1
(14, 13) => (15, 12) @ (22, 13) == -1
(15, 12) => (16, 11) @ (22, 12) == -1
(16, 11) => (17, 10) @ (22, 11) == -1
(17, 10) => (18, 9) @ (22, 10) == -1
(18, 9) => (19, 8) @ (22, 9) == -1
(19, 8) => (20, 7) @ (22, 8) == -1
(20, 7) => (21, 6) @ (22, 7) == -1
(21, 6) => (20, 5) @ (22, 6) == -1
(20, 5) => (19, 4) @ (22, 5) == -1
(19, 4) => (18, 3) @ (22, 4) == -1
(18, 3) => (17, 2) @ (22, 3) == -1
(17, 2) => (16, 1) @ (22, 2) == -1
(16, 1) => (15, 2) @ (22, 1) == 1
(15, 2) => (14, 3) @ (22, 2) == 1
(14, 3) => (13, 4) @ (22, 3) == 1
(13, 4) => (14, 3) @ (22, 4) == -1
(14, 3) => (15, 2) @ (22, 3) == -1
(15, 2) => (16, 1) @ (22, 2) == -1
(16, 1) => (17, 2) @ (22, 1) == 1
(17, 2) => (18, 3) @ (22, 2) == 1
(18, 3) => (19, 4) @ (22, 3) == 1
(19, 4) => (20, 5) @ (22, 4) == 1
(20, 5) => (21, 6) @ (22, 5) == 1
(21, 6) => (20, 7) @ (22, 6) == 1
(20, 7) => (19, 8) @ (22, 7) == 1
(19, 8) => (18, 9) @ (22, 8) == 1
(18, 9) => (17, 10) @ (22, 9) == 1
(17, 10) => (16, 11) @ (22, 10) == 1
(16, 11) => (15, 12) @ (22, 11) == 1
(15, 12) => (14, 13) @ (22, 12) == 1
(14, 13) => (13, 14) @ (22, 13) == 1
(13, 14) => (12, 15) @ (22, 14) == 1
(12, 15) => (11, 16) @ (22, 15) == 1
(11, 16) => (10, 17) @ (22, 16) == 1
(10, 17) => (9, 18) @ (22, 17) == 1
(9, 18) => (8, 19) @ (22, 18) == 1
(8, 19) => (7, 20) @ (22, 19) == 1
(7, 20) => (6, 19) @ (22, 20) == -1
(6, 19) => (7, 20) @ (22, 19) == 1
(7, 20) => (8, 21) @ (22, 20) == 1
(8, 21) => (9, 22) @ (22, 21) == 1
(9, 22) => (10, 23) @ (22, 22) == 1
(10, 23) => (11, 24) @ (22, 23) == 1
(11, 24) => (12, 25) @ (22, 24) == 1
(12, 25) => (13, 26) @ (22, 25) == 1
(13, 26) => (14, 27) @ (22, 26) == 1
(14, 27) => (15, 28) @ (22, 27) == 1
(15, 28) => (16, 29) @ (22, 28) == 1
(16, 29) => (17, 30) @ (22, 29) == 1
(17, 30) => (18, 31) @ (22, 30) == 1
(18, 31) => (19, 32) @ (22, 31) == 1
(19, 32) => (20, 33) @ (22, 32) == 1
(20, 33) => (21, 34) @ (22, 33) == 1
(21, 34) => (20, 35) @ (22, 34) == 1
(20, 35) => (19, 34) @ (22, 35) == -1
(19, 34) => (18, 33) @ (22, 34) == -1
(18, 33) => (17, 32) @ (22, 33) == -1
(17, 32) => (16, 31) @ (22, 32) == -1
(16, 31) => (15, 30) @ (22, 31) == -1
(15, 30) => (14, 29) @ (22, 30) == -1
(14, 29) => (15, 28) @ (22, 29) == -1
(15, 28) => (16, 27) @ (22, 28) == -1
(16, 27) => (17, 26) @ (22, 27) == -1
(17, 26) => (18, 25) @ (22, 26) == -1
(18, 25) => (19, 24) @ (22, 25) == -1
(19, 24) => (20, 23) @ (22, 24) == -1
(20, 23) => (21, 22) @ (22, 23) == -1
(21, 22) => (20, 21) @ (22, 22) == -1
(20, 21) => (19, 20) @ (22, 21) == -1
(19, 20) => (18, 19) @ (22, 20) == -1
(18, 19) => (17, 18) @ (22, 19) == -1
(17, 18) => (16, 17) @ (22, 18) == -1
(16, 17) => (15, 16) @ (22, 17) == -1
(15, 16) => (14, 15) @ (22, 16) == -1
(14, 15) => (13, 14) @ (22, 15) == -1
(13, 14) => (12, 13) @ (22, 14) == -1
(12, 13) => (11, 12) @ (22, 13) == -1
(11, 12) => (12, 13) @ (22, 12) == 1
(12, 13) => (13, 14) @ (22, 13) == 1
(13, 14) => (14, 15) @ (22, 14) == 1
